page_title,election_cycle,total_revisions,unique_editors,net_size_change,minor_edits,anonymous_edits,bot_edits,first_edit,last_edit,office,state,district,party,pvi,pvi_numeric,candidate_was_incumbent,candidate_won_election,vote_percentage,election_type,editing_span_days
Scott_Starin,2008,3,3,-27.0,1,1,0,2008-09-03 23:57:40+00:00,2008-11-02 17:13:10+00:00,House,Colorado,Colorado 2,Republican,,,False,False,33.9,general,59
Ed_Choate,2008,2,2,3.0,1,0,1,2007-07-03 01:56:22+00:00,2007-10-01 15:39:31+00:00,House,Tennessee,Tennessee 3,Independent,,,False,False,1.4,general,90
Jonathan_Powers,2008,2,2,0.0,0,0,0,2007-08-22 21:36:16+00:00,2007-08-22 22:02:31+00:00,House,New York,New York 26,Working Families,,,False,False,4.5,general,0
Sydney_Hay,2008,2,2,62.0,1,0,1,2007-12-24 20:34:59+00:00,2008-10-31 14:00:13+00:00,House,Arizona,Arizona 1,Republican,R+2,2.0,False,False,39.4,general,311
Anita_Hartke,2008,1,1,0.0,0,0,0,2008-08-26 18:34:34+00:00,2008-08-26 18:34:34+00:00,House,Virginia,Virginia 7,Democratic,,,False,False,37.1,general,0
Anne_Barth,2008,1,1,0.0,0,0,0,2008-10-19 18:50:44+00:00,2008-10-19 18:50:44+00:00,House,West Virginia,West Virginia 2,Democratic,,,False,False,42.9,general,0
Annette_Taddeo,2008,1,1,0.0,0,0,0,2008-10-28 20:31:52+00:00,2008-10-28 20:31:52+00:00,House,Florida,Florida 18,Democratic,,,False,False,42.1,general,0
Blaine_Luetkemeyer,2008,1,1,0.0,0,0,0,2008-10-28 20:21:42+00:00,2008-10-28 20:21:42+00:00,House,Missouri,Missouri 9,Republican,,,False,True,50.0,general,0
Bob_Lord_(politician),2008,1,1,0.0,0,0,0,2008-10-27 03:51:36+00:00,2008-10-27 03:51:36+00:00,House,Arizona,Arizona 3,Democratic,R+6,6.0,False,False,42.1,general,0
Bruce_Slater,2008,1,1,0.0,0,0,0,2008-10-02 03:42:37+00:00,2008-10-02 03:42:37+00:00,House,Pennsylvania,Pennsylvania 16,Democratic,,,False,False,39.4,general,0
John_Faulk,2008,1,1,0.0,0,0,0,2007-06-18 16:05:36+00:00,2007-06-18 16:05:36+00:00,House,Texas,Texas 18,Republican,,,False,False,20.3,general,0
John_Larson,2008,1,1,0.0,0,0,0,2008-04-11 16:33:26+00:00,2008-04-11 16:33:26+00:00,House,Connecticut,Connecticut 1,Democratic,,,True,True,71.6,general,0
Kathy_Dahlkemper,2008,1,1,0.0,0,0,0,2008-10-01 01:44:59+00:00,2008-10-01 01:44:59+00:00,House,Pennsylvania,Pennsylvania 3,Democratic,,,False,True,51.2,general,0
Kieran_Michael_Lalor,2008,1,1,0.0,1,0,0,2007-07-20 07:35:45+00:00,2007-07-20 07:35:45+00:00,House,New York,New York 19,Republican,,,False,False,41.3,general,0
Navraj_Singh,2008,1,1,0.0,0,0,0,2008-06-13 23:56:56+00:00,2008-06-13 23:56:56+00:00,House,California,California 27,Republican,,,False,False,24.8,general,0
Noah_Lemas,2008,1,1,0.0,0,0,0,2008-04-13 20:49:31+00:00,2008-04-13 20:49:31+00:00,House,Oregon,Oregon 2,Democratic,,,False,False,25.8,general,0
Sam_Bennett_(Pennsylvania_politician),2008,1,1,0.0,0,0,0,2008-10-02 03:47:40+00:00,2008-10-02 03:47:40+00:00,House,Pennsylvania,Pennsylvania 15,Democratic,,,False,False,41.4,general,0
Steve_Cox_(Illinois_politician),2008,1,1,0.0,0,0,0,2008-10-24 00:57:25+00:00,2008-10-24 00:57:25+00:00,House,Illinois,Illinois 15,Democratic,,,False,False,35.8,general,0
Tony_Barr,2008,1,1,0.0,0,0,0,2006-12-17 19:47:22+00:00,2006-12-17 19:47:22+00:00,House,Pennsylvania,Pennsylvania 9,Democratic,,,False,False,36.1,general,0
Scott_Brown_(politician),2010,1523,380,51976.0,310,192,9,2008-11-19 20:06:31+00:00,2010-10-18 14:18:06+00:00,Senate,Massachusetts,,Republican,,,False,True,51.9,special,697
Linda_McMahon,2010,1477,272,43036.0,273,191,17,2008-11-11 18:43:30+00:00,2010-11-02 02:14:14+00:00,Senate,Connecticut,,Republican,,,False,False,43.3,general,720
Barney_Frank,2010,1400,557,22069.0,309,422,9,2008-11-05 05:31:15+00:00,2010-11-02 20:48:23+00:00,House,Massachusetts,Massachusetts 4,Democratic,D+14,-14.0,True,True,53.9,general,727
Michele_Bachmann,2010,1364,547,-3388.0,239,403,15,2008-11-05 03:39:13+00:00,2010-10-31 15:44:28+00:00,House,Minnesota,Minnesota 6,Republican,R+7,7.0,True,True,52.5,general,725
Ron_Paul,2010,1249,580,27139.0,431,393,17,2008-11-06 00:42:10+00:00,2010-11-02 23:30:58+00:00,House,Texas,Texas 14,Republican,R+18,18.0,True,True,76.0,general,726
Alan_Grayson,2010,1144,353,29329.0,247,218,5,2008-11-05 14:46:50+00:00,2010-11-02 17:53:59+00:00,House,Florida,Florida 8,Democratic,R+2,2.0,True,False,38.2,general,727
Mark_Kirk,2010,1093,318,12769.0,162,281,10,2008-11-05 00:40:38+00:00,2010-10-31 17:19:08+00:00,Senate,Illinois,,Republican,,,False,True,48.2,general,725
Nancy_Pelosi,2010,1080,522,8252.0,297,271,9,2008-11-05 00:20:35+00:00,2010-10-25 12:32:41+00:00,House,California,California 8,Democratic,D+35,-35.0,True,True,80.1,general,719
Rand_Paul,2010,1074,257,65688.0,242,96,14,2009-03-19 04:11:12+00:00,2010-11-02 23:51:52+00:00,Senate,Kentucky,,Republican,,,False,True,55.8,general,593
Joseph_Cao,2010,958,270,51904.0,145,130,10,2008-11-06 23:25:02+00:00,2010-11-02 21:13:46+00:00,House,Louisiana,Louisiana 2,Republican,D+25,-25.0,True,False,33.5,general,725
Kirsten_Gillibrand,2010,927,348,50292.0,178,211,5,2008-11-05 08:12:20+00:00,2010-10-24 19:54:40+00:00,Senate,New York,,Democratic,,,False,True,59.6,special,718
Charlie_Crist,2010,914,325,6250.0,154,210,7,2008-11-06 18:22:22+00:00,2010-10-28 08:16:31+00:00,Senate,Florida,,Independent,,,False,False,29.7,general,720
John_Boehner,2010,858,493,2036.0,173,416,6,2008-11-06 19:46:53+00:00,2010-11-02 09:48:47+00:00,House,Ohio,Ohio 8,Republican,R+14,14.0,True,True,65.6,general,725
Harry_Reid,2010,830,469,-24844.0,234,345,5,2008-11-05 18:04:26+00:00,2010-11-02 03:16:42+00:00,Senate,Nevada,,Democratic,,,False,True,50.2,general,726
Alvin_Greene,2010,822,289,43774.0,138,197,3,2010-06-09 02:36:44+00:00,2010-11-02 12:57:44+00:00,Senate,South Carolina,,Democratic,,,False,False,28.2,general,146
Carly_Fiorina,2010,815,245,19189.0,216,185,4,2008-11-09 04:20:24+00:00,2010-11-02 20:15:48+00:00,Senate,California,,Republican,,,False,False,42.5,general,723
John_McCain,2010,761,396,12795.0,271,98,5,2008-11-05 04:46:15+00:00,2010-10-30 11:47:47+00:00,Senate,Arizona,,Republican,,,False,True,59.2,general,724
Barbara_Boxer,2010,726,409,924.0,154,306,7,2008-11-06 09:22:54+00:00,2010-11-02 03:22:49+00:00,Senate,California,,Democratic,,,False,True,52.1,general,725
Jim_Moran,2010,650,128,53078.0,235,65,4,2008-11-08 21:18:24+00:00,2010-11-01 19:44:43+00:00,House,Virginia,Virginia 8,Democratic,D+16,-16.0,True,True,61.0,general,722
Sharron_Angle,2010,648,230,44281.0,149,190,6,2009-01-22 10:23:29+00:00,2010-10-31 18:18:42+00:00,Senate,Nevada,,Republican,,,False,False,44.6,general,647
Richard_Blumenthal,2010,623,227,28935.0,86,228,5,2008-11-08 10:28:29+00:00,2010-10-30 14:23:00+00:00,Senate,Connecticut,,Democratic,,,False,True,55.1,general,721
Eric_Cantor,2010,617,286,25308.0,119,286,6,2008-11-05 22:36:55+00:00,2010-10-30 22:22:17+00:00,House,Virginia,Virginia 7,Republican,R+9,9.0,True,True,59.2,general,723
Dan_Debicella,2010,586,56,19946.0,44,368,5,2008-11-08 03:42:21+00:00,2010-10-25 01:06:34+00:00,House,Connecticut,Connecticut 4,Republican,D+5,-5.0,False,False,46.9,general,715
Martha_Coakley,2010,584,198,23619.0,115,136,4,2008-11-26 04:38:58+00:00,2010-11-01 20:12:32+00:00,Senate,Massachusetts,,Democratic,,,False,False,47.1,special,705
Michael_Bennet,2010,550,215,20754.0,102,164,4,2009-01-02 17:38:44+00:00,2010-11-02 15:10:04+00:00,Senate,Colorado,,Democratic,,,False,True,48.1,general,668
Alexi_Giannoulias,2010,547,202,28075.0,64,220,6,2008-12-03 05:12:33+00:00,2010-10-30 19:32:10+00:00,Senate,Illinois,,Democratic,,,False,False,46.3,general,696
Frank_Guinta,2010,522,98,9740.0,60,165,3,2008-11-12 08:40:35+00:00,2010-10-25 13:40:44+00:00,House,New Hampshire,New Hampshire 1,Republican,Even,0.0,False,True,54.0,general,712
Charles_Rangel,2010,521,237,75286.0,110,172,6,2008-11-09 17:54:35+00:00,2010-11-01 22:53:19+00:00,House,New York,New York 15,Democratic,D+41,-41.0,True,True,80.4,general,722
Joe_Sestak,2010,520,240,26132.0,81,188,5,2008-11-05 07:09:09+00:00,2010-10-25 20:19:58+00:00,Senate,Pennsylvania,,Democratic,,,False,False,48.99,general,719
Jim_DeMint,2010,513,274,5458.0,126,216,6,2008-11-10 14:10:38+00:00,2010-11-01 19:36:46+00:00,Senate,South Carolina,,Republican,,,False,True,62.4,general,721
David_Vitter,2010,496,205,9547.0,106,123,11,2008-11-26 17:40:49+00:00,2010-11-02 15:46:03+00:00,Senate,Louisiana,,Republican,,,False,True,56.6,general,705
Chuck_Schumer,2010,495,291,27853.0,98,245,12,2008-11-05 09:59:29+00:00,2010-11-02 12:51:29+00:00,Senate,New York,,Democratic,,,False,True,66.3,general,727
Joe_Miller_(Alaska_politician),2010,493,135,31195.0,108,116,4,2010-06-03 18:57:59+00:00,2010-11-02 22:57:04+00:00,Senate,Alaska,,Republican,,,False,False,35.5,general,152
Tom_Perriello,2010,467,148,6698.0,80,154,4,2008-11-05 09:44:11+00:00,2010-11-02 00:14:53+00:00,House,Virginia,Virginia 5,Democratic,R+5,5.0,True,False,47.0,general,726
Jesse_Jackson_Jr.,2010,450,193,15565.0,82,106,7,2008-11-05 21:37:56+00:00,2010-10-27 04:14:42+00:00,House,Illinois,Illinois 2,Democratic,D+36,-36.0,True,True,80.5,general,720
Dan_Coats,2010,449,104,12384.0,95,127,7,2008-11-12 15:43:32+00:00,2010-11-02 23:24:35+00:00,Senate,Indiana,,Republican,,,False,True,54.6,general,720
Tom_Coburn,2010,430,174,19312.0,113,104,7,2008-11-07 23:31:59+00:00,2010-10-26 19:45:19+00:00,Senate,Oklahoma,,Republican,,,False,True,70.5,general,717
Pat_Toomey,2010,415,158,14144.0,84,133,9,2008-12-01 23:24:38+00:00,2010-11-02 19:39:32+00:00,Senate,Pennsylvania,,Republican,,,False,True,51.01,general,700
Marco_Rubio,2010,406,211,3676.0,88,155,3,2008-11-15 21:38:41+00:00,2010-11-02 23:50:16+00:00,Senate,Florida,,Republican,,,False,True,48.9,general,717
Aaron_Schock,2010,386,173,17280.0,59,176,5,2008-11-05 00:59:47+00:00,2010-10-24 16:59:03+00:00,House,Illinois,Illinois 18,Republican,R+6,6.0,True,True,69.1,general,718
Chuck_Grassley,2010,373,169,14571.0,97,84,3,2008-11-05 13:57:52+00:00,2010-11-02 21:31:35+00:00,Senate,Iowa,,Republican,,,False,True,64.5,general,727
Daniel_Inouye,2010,373,208,13529.0,88,114,3,2008-11-05 01:13:37+00:00,2010-11-02 22:50:46+00:00,Senate,Hawaii,,Democratic,,,False,True,74.8,general,727
Keith_Fimian,2010,372,64,25836.0,67,34,7,2008-12-05 05:54:00+00:00,2010-11-02 02:44:34+00:00,House,Virginia,Virginia 11,Republican,D+2,-2.0,False,False,48.8,general,696
Steve_King,2010,359,160,11409.0,54,133,5,2008-11-05 17:38:06+00:00,2010-11-01 13:02:15+00:00,House,Iowa,Iowa 5,Republican,R+9,9.0,True,True,65.8,general,725
Maxine_Waters,2010,353,170,15092.0,79,89,8,2008-11-08 00:56:47+00:00,2010-10-30 23:29:41+00:00,House,California,California 35,Democratic,D+31,-31.0,True,True,79.3,general,721
Peter_King_(American_politician),2010,350,154,8530.0,77,107,9,2008-11-08 23:06:48+00:00,2010-10-31 23:17:14+00:00,House,New York,New York 3,Republican,R+4,4.0,True,True,72.0,general,722
Jack_Conway_(politician),2010,347,90,31731.0,51,66,4,2009-01-17 00:16:08+00:00,2010-11-02 23:58:41+00:00,Senate,Kentucky,,Democratic,,,False,False,44.2,general,654
Richard_Shelby,2010,336,175,8057.0,72,124,4,2008-11-17 00:18:53+00:00,2010-10-28 20:00:50+00:00,Senate,Alabama,,Republican,,,False,True,65.3,general,710
Bill_Owens_(New_York_politician),2010,334,120,10241.0,56,114,5,2009-08-12 01:51:02+00:00,2010-10-25 18:40:29+00:00,House,New York,New York 23,Democratic,R+1,1.0,True,True,47.5,general,439
Jeff_Perry_(politician),2010,322,61,29054.0,48,121,6,2008-11-10 16:41:21+00:00,2010-11-02 19:49:29+00:00,House,Massachusetts,Massachusetts 10,Republican,D+5,-5.0,False,False,42.4,general,722
Mary_Jo_Kilroy,2010,321,86,30846.0,40,31,2,2008-11-08 23:11:33+00:00,2010-11-02 03:12:29+00:00,House,Ohio,Ohio 15,Democratic,D+1,-1.0,True,False,41.3,general,723
Lisa_Murkowski,2010,317,179,14030.0,55,107,2,2008-11-05 13:08:52+00:00,2010-11-02 06:21:18+00:00,Senate,Alaska,,Republican write-in,,,False,True,39.5,general,726
Jane_Harman,2010,307,144,9944.0,74,90,3,2008-11-07 01:57:56+00:00,2010-11-02 22:42:32+00:00,House,California,California 36,Democratic,D+12,-12.0,True,True,59.6,general,725
Anthony_Weiner,2010,305,202,13536.0,65,128,4,2008-11-10 08:42:59+00:00,2010-10-28 20:09:35+00:00,House,New York,New York 9,Democratic,D+5,-5.0,True,True,60.8,general,717
Phil_Hare,2010,301,110,6711.0,35,102,3,2008-11-05 21:05:20+00:00,2010-10-24 17:04:57+00:00,House,Illinois,Illinois 17,Democratic,D+3,-3.0,True,False,43.0,general,717
Pete_Stark,2010,296,195,32560.0,60,121,5,2008-11-05 05:37:22+00:00,2010-10-29 02:42:10+00:00,House,California,California 13,Democratic,D+22,-22.0,True,True,72.0,general,722
Corrine_Brown,2010,295,164,2614.0,60,134,1,2008-11-05 03:25:31+00:00,2010-10-31 05:21:15+00:00,House,Florida,Florida 3,Democratic,D+18,-18.0,True,True,63.0,general,725
Kelly_Ayotte,2010,294,98,44961.0,65,73,8,2008-12-01 17:07:16+00:00,2010-11-02 23:13:37+00:00,Senate,New Hampshire,,Republican,,,False,True,60.2,general,701
Allen_West_(politician),2010,287,130,7875.0,46,96,5,2008-11-08 07:17:03+00:00,2010-11-02 19:05:22+00:00,House,Florida,Florida 22,Republican,D+1,-1.0,False,True,54.4,general,724
Ron_Johnson,2010,284,78,12320.0,51,67,2,2010-07-14 18:39:48+00:00,2010-11-01 19:05:08+00:00,Senate,Wisconsin,,Republican,,,False,True,51.9,general,110
Richard_Burr,2010,278,139,14538.0,58,92,5,2008-11-05 02:54:04+00:00,2010-10-24 19:41:50+00:00,Senate,North Carolina,,Republican,,,False,True,55.0,general,718
Bobby_Schilling,2010,277,47,14423.0,25,131,5,2009-11-10 00:21:07+00:00,2010-10-27 02:20:27+00:00,House,Illinois,Illinois 17,Republican,D+3,-3.0,False,True,52.6,general,351
Ben_Quayle,2010,272,111,6879.0,43,89,3,2010-02-13 05:17:21+00:00,2010-11-02 14:23:36+00:00,House,Arizona,Arizona 3,Republican,R+9,9.0,False,True,52.2,general,262
Scott_Murphy,2010,271,104,11080.0,51,56,8,2009-02-02 01:51:26+00:00,2010-11-01 19:53:30+00:00,House,New York,New York 20,Democratic,R+2,2.0,True,False,45.1,general,637
Mike_Arcuri,2010,270,85,612.0,46,131,2,2008-11-05 01:11:10+00:00,2010-10-25 18:47:45+00:00,House,New York,New York 24,Democratic,R+2,2.0,True,False,46.9,general,719
Doug_Hoffman,2010,269,145,8679.0,36,110,2,2009-08-27 17:37:26+00:00,2010-11-01 00:28:42+00:00,House,New York,New York 23,Conservative,R+1,1.0,False,False,6.1,general,430
John_Adler,2010,269,123,-10328.0,52,77,2,2008-11-05 15:22:33+00:00,2010-10-28 14:56:07+00:00,House,New Jersey,New Jersey 3,Democratic,R+1,1.0,True,False,47.3,general,721
Blanche_Lincoln,2010,264,127,8391.0,51,109,3,2008-11-26 18:39:31+00:00,2010-11-02 23:48:20+00:00,Senate,Arkansas,,Democratic,,,False,False,36.9,general,706
Randy_Altschuler,2010,262,56,11048.0,17,107,1,2009-04-27 15:48:35+00:00,2010-10-31 23:10:12+00:00,House,New York,New York 1,Republican,EVEN,0.0,False,False,49.8,general,552
Dino_Rossi,2010,257,116,14652.0,68,54,8,2008-11-05 05:10:41+00:00,2010-11-01 23:20:45+00:00,Senate,Washington,,Republican,,,False,False,47.6,general,726
Ilario_Pantano,2010,257,76,9455.0,44,54,10,2008-12-18 06:12:40+00:00,2010-11-02 05:25:25+00:00,House,North Carolina,North Carolina 7,Republican,R+5,5.0,False,False,46.3,general,683
Virginia_Foxx,2010,254,129,2463.0,53,105,3,2008-11-14 11:15:38+00:00,2010-11-02 00:01:46+00:00,House,North Carolina,North Carolina 5,Republican,R+15,15.0,True,True,65.9,general,717
Bobby_Rush,2010,251,124,8722.0,50,96,2,2008-11-05 21:01:03+00:00,2010-10-24 16:31:09+00:00,House,Illinois,Illinois 1,Democratic,D+34,-34.0,True,True,80.3,general,717
Dennis_Kucinich,2010,249,136,11344.0,79,46,5,2008-11-06 05:15:09+00:00,2010-10-27 16:12:09+00:00,House,Ohio,Ohio 10,Democratic,D+8,-8.0,True,True,53.0,general,720
Joe_Barton,2010,249,140,-3406.0,55,59,7,2008-11-17 04:12:23+00:00,2010-10-29 00:59:17+00:00,House,Texas,Texas 6,Republican,R+15,15.0,True,True,65.9,general,710
Kristi_Noem,2010,248,49,12046.0,18,55,2,2010-06-10 02:10:49+00:00,2010-11-02 18:10:12+00:00,House,South Dakota,South Dakota at-large,Republican,R+9,9.0,False,True,48.1,general,145
Marsha_Blackburn,2010,248,105,6244.0,36,80,1,2008-11-21 00:19:35+00:00,2010-10-31 16:02:45+00:00,House,Tennessee,Tennessee 7,Republican,R+18,18.0,True,True,72.4,general,709
Gabby_Giffords,2010,247,91,7113.0,61,26,4,2008-11-10 20:06:39+00:00,2010-10-23 20:07:20+00:00,House,Arizona,Arizona 8,Democratic,R+4,4.0,True,True,48.8,general,712
Henry_Waxman,2010,245,149,3203.0,58,114,4,2008-11-11 11:31:13+00:00,2010-11-02 17:24:28+00:00,House,California,California 30,Democratic,D+18,-18.0,True,True,64.6,general,721
Jason_Chaffetz,2010,238,145,7367.0,47,102,3,2008-11-05 17:17:10+00:00,2010-11-02 00:43:49+00:00,House,Utah,Utah 3,Republican,R+26,26.0,True,True,72.3,general,726
John_Garamendi,2010,238,105,12036.0,45,108,2,2008-11-07 04:44:17+00:00,2010-10-29 06:54:18+00:00,House,California,California 10,Democratic,D+11,-11.0,True,True,58.8,general,721
Chris_Coons,2010,234,100,9515.0,46,64,1,2008-11-21 20:42:20+00:00,2010-11-02 10:58:51+00:00,Senate,Delaware,,Democratic,,,False,True,56.6,special,710
Ken_Buck,2010,234,78,16868.0,67,44,3,2009-05-02 20:44:57+00:00,2010-11-02 23:46:52+00:00,Senate,Colorado,,Republican,,,False,False,46.3,general,549
Sheila_Jackson_Lee,2010,234,142,6233.0,52,86,3,2008-11-06 15:14:37+00:00,2010-10-24 17:57:45+00:00,House,Texas,Texas 18,Democratic,D+24,-24.0,True,True,70.1,general,717
Russ_Feingold,2010,233,149,4638.0,71,70,5,2008-11-08 03:56:30+00:00,2010-11-02 23:43:53+00:00,Senate,Wisconsin,,Democratic,,,False,False,47.0,general,724
Bob_Etheridge,2010,231,110,6867.0,48,61,0,2008-12-02 21:30:42+00:00,2010-10-31 21:03:35+00:00,House,North Carolina,North Carolina 2,Democratic,R+2,2.0,True,False,48.7,general,697
Paul_Ryan,2010,228,114,9915.0,37,107,2,2008-11-05 19:35:12+00:00,2010-11-02 23:23:52+00:00,House,Wisconsin,Wisconsin 1,Republican,R+2,2.0,True,True,68.2,general,727
Keith_Ellison,2010,226,123,877.0,67,66,7,2008-11-05 03:58:43+00:00,2010-11-02 17:58:46+00:00,House,Minnesota,Minnesota 5,DFL,D+23,-23.0,True,True,67.7,general,727
Patty_Murray,2010,224,131,2045.0,50,88,3,2008-11-06 19:17:17+00:00,2010-11-02 16:14:40+00:00,Senate,Washington,,Democratic,,,False,True,52.4,general,725
Charles_Djou,2010,221,93,6134.0,44,53,2,2008-11-26 00:51:32+00:00,2010-10-31 23:39:50+00:00,House,Hawaii,Hawaii 1,Republican,,,False,True,39.4,special,704
Hank_Johnson,2010,219,128,7107.0,49,104,5,2008-11-05 22:00:41+00:00,2010-11-01 16:49:41+00:00,House,Georgia,Georgia 4,Democratic,D+24,-24.0,True,True,74.7,general,725
Bill_Posey,2010,218,107,7035.0,41,75,1,2008-11-06 03:29:37+00:00,2010-10-24 08:41:07+00:00,House,Florida,Florida 15,Republican,R+6,6.0,True,True,64.7,general,717
John_Dingell,2010,218,131,5219.0,48,81,5,2008-11-05 05:36:48+00:00,2010-11-01 23:57:41+00:00,House,Michigan,Michigan 15,Democratic,D+13,-13.0,True,True,56.8,general,726
Marcy_Kaptur,2010,216,108,2236.0,54,99,2,2008-11-05 11:34:09+00:00,2010-10-28 17:26:40+00:00,House,Ohio,Ohio 9,Democratic,D+10,-10.0,True,True,59.4,general,722
Joe_DioGuardi,2010,214,75,7317.0,60,52,3,2008-11-09 03:19:00+00:00,2010-11-02 01:13:14+00:00,Senate,New York,,Republican,,,False,False,33.3,special,722
Paul_Broun,2010,211,127,9513.0,46,115,1,2008-11-11 03:36:46+00:00,2010-11-02 16:01:59+00:00,House,Georgia,Georgia 10,Republican,R+15,15.0,True,True,67.4,general,721
John_Lewis,2010,210,137,4854.0,73,83,2,2008-11-05 04:27:36+00:00,2010-10-22 02:48:48+00:00,House,Georgia,Georgia 5,Democratic,D+26,-26.0,True,True,73.7,general,715
Patrick_Leahy,2010,209,115,5455.0,45,57,3,2008-11-12 22:38:54+00:00,2010-10-22 16:49:13+00:00,Senate,Vermont,,Democratic,,,False,True,64.4,general,708
Lynn_Jenkins,2010,208,116,2843.0,38,76,2,2008-11-05 07:16:47+00:00,2010-10-28 19:54:25+00:00,House,Kansas,Kansas 2,Republican,R+9,9.0,True,True,63.1,general,722
Rich_Iott,2010,200,34,20656.0,40,22,2,2010-10-10 15:34:12+00:00,2010-10-31 17:55:58+00:00,House,Ohio,Ohio 9,Republican,D+10,-10.0,False,False,40.6,general,21
Travis_Childers,2010,199,82,4754.0,40,82,3,2008-11-07 19:47:39+00:00,2010-10-31 23:19:02+00:00,House,Mississippi,Mississippi 1,Democratic,R+14,14.0,True,False,40.8,general,723
Carolyn_Maloney,2010,195,116,15619.0,36,89,2,2008-11-06 05:55:54+00:00,2010-11-01 20:47:23+00:00,House,New York,New York 14,Democratic,D+26,-26.0,True,True,75.1,general,725
Louie_Gohmert,2010,195,123,5313.0,45,86,2,2008-11-27 21:50:31+00:00,2010-11-02 00:05:47+00:00,House,Texas,Texas 1,Republican,R+21,21.0,True,True,89.7,general,704
Krystal_Ball,2010,194,73,6305.0,31,92,0,2009-12-12 13:28:28+00:00,2010-10-25 20:39:11+00:00,House,Virginia,Virginia 1,Democratic,R+7,7.0,False,False,34.8,general,317
Rosa_DeLauro,2010,193,133,4529.0,39,102,3,2008-12-14 06:39:45+00:00,2010-10-23 22:21:48+00:00,House,Connecticut,Connecticut 3,Democratic,D+9,-9.0,True,True,65.1,general,678
Erik_Paulsen,2010,192,71,6723.0,38,50,2,2008-11-06 00:39:14+00:00,2010-11-01 16:56:47+00:00,House,Minnesota,Minnesota 3,Republican,EVEN,0.0,True,True,58.8,general,725
Roy_Blunt,2010,187,109,2957.0,37,60,4,2008-11-06 17:10:08+00:00,2010-10-31 16:14:55+00:00,Senate,Missouri,,Republican,,,False,True,54.3,general,723
Adam_Kinzinger,2010,185,56,8153.0,22,76,4,2009-03-30 02:41:23+00:00,2010-11-01 04:47:06+00:00,House,Illinois,Illinois 11,Republican,R+1,1.0,False,True,57.4,general,581
Jared_Polis,2010,185,100,3684.0,32,46,5,2008-11-05 09:11:05+00:00,2010-10-23 21:38:44+00:00,House,Colorado,Colorado 2,Democratic,D+11,-11.0,True,True,57.4,general,717
Jan_Schakowsky,2010,184,98,8875.0,31,64,3,2008-11-05 21:02:42+00:00,2010-10-27 04:14:50+00:00,House,Illinois,Illinois 9,Democratic,D+20,-20.0,True,True,66.3,general,720
Steve_Austria,2010,184,74,7131.0,28,60,2,2008-11-06 21:57:42+00:00,2010-10-27 15:59:42+00:00,House,Ohio,Ohio 7,Republican,R+7,7.0,True,True,62.2,general,719
Darrell_Issa,2010,183,99,8022.0,37,63,2,2008-11-05 11:48:35+00:00,2010-10-31 13:14:57+00:00,House,California,California 49,Republican,R+10,10.0,True,True,62.8,general,725
Ileana_Ros-Lehtinen,2010,183,95,4378.0,53,64,3,2008-11-09 12:35:21+00:00,2010-10-24 09:08:43+00:00,House,Florida,Florida 18,Republican,R+3,3.0,True,True,68.9,general,713
Frank_Lucas,2010,182,122,810.0,64,62,6,2008-11-05 02:15:12+00:00,2010-10-14 21:44:46+00:00,House,Oklahoma,Oklahoma 3,Republican,R+24,24.0,True,True,78.0,general,708
Sean_Duffy,2010,179,59,6426.0,19,65,3,2009-02-20 22:45:08+00:00,2010-10-27 04:03:13+00:00,House,Wisconsin,Wisconsin 7,Republican,D+3,-3.0,False,True,52.1,general,613
Chris_Murphy,2010,177,85,13236.0,31,98,5,2008-11-05 22:58:23+00:00,2010-10-28 01:18:02+00:00,House,Connecticut,Connecticut 5,Democratic,D+2,-2.0,True,True,54.1,general,721
Ron_Wyden,2010,176,92,11076.0,45,34,2,2008-11-07 22:02:46+00:00,2010-10-22 21:07:01+00:00,Senate,Oregon,,Democratic,,,False,True,57.2,general,713
Gerry_Connolly,2010,174,63,8640.0,41,36,1,2008-11-06 16:45:19+00:00,2010-10-29 23:46:44+00:00,House,Virginia,Virginia 11,Democratic,D+2,-2.0,True,True,49.2,general,722
John_Conyers,2010,174,105,9886.0,43,60,6,2008-11-19 16:20:37+00:00,2010-11-02 13:30:23+00:00,House,Michigan,Michigan 14,Democratic,D+34,-34.0,True,True,76.8,general,712
Jim_Clyburn,2010,173,89,8274.0,38,62,4,2008-11-05 13:46:39+00:00,2010-10-27 03:43:19+00:00,House,South Carolina,South Carolina 6,Democratic,D+12,-12.0,True,True,62.9,general,720
Jim_Cooper,2010,173,66,5595.0,29,20,2,2008-11-07 21:24:48+00:00,2010-10-27 01:33:31+00:00,House,Tennessee,Tennessee 5,Democratic,D+3,-3.0,True,True,56.2,general,718
Loretta_Sanchez,2010,172,91,9791.0,34,65,2,2008-11-06 19:49:07+00:00,2010-10-31 00:02:20+00:00,House,California,California 47,Democratic,D+4,-4.0,True,True,53.0,general,723
Art_Robinson,2010,171,60,8653.0,27,51,0,2009-03-10 23:02:45+00:00,2010-10-31 03:24:29+00:00,House,Oregon,Oregon 4,Republican,D+2,-2.0,False,False,43.7,general,599
Mary_Bono,2010,171,79,4232.0,30,46,2,2008-11-08 03:46:25+00:00,2010-10-30 23:58:29+00:00,House,California,California 45,Republican,R+3,3.0,True,True,51.5,general,721
